Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Name_Len,Ticket_First_Digit,Embarked_C,Embarked_Q,Embarked_S
0,0.8247443762778728,0,-0.5901627227489614,0.43110756650619947,-0.4740590020955464,-0.4999583222338398,-0.42672171091921857,-0.31279235523534693,0,0,1
1,-1.5713267038235295,1,0.6436087191160599,0.43110756650619947,-0.4740590020955464,0.7885027560515833,2.5917371774585,-1.0917066516057203,1,0,0
1,0.8247443762778728,1,-0.2817198622827061,-0.47493173993354376,-0.4740590020955464,-0.4863761512721267,-0.5345238140755657,0.4661219411350264,0,0,1
1,-1.5713267038235295,1,0.4122765737663684,0.43110756650619947,-0.4740590020955464,0.4226232164247433,1.8371224553640704,-1.0917066516057203,0,0,1
0,0.8247443762778728,0,0.4122765737663684,-0.47493173993354376,-0.4740590020955464,-0.48386093442736505,-0.3189196077628715,0.4661219411350264,0,0,1
0,0.8247443762778728,0,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.4756452301256355,-1.1813364330136482,0.4661219411350264,0,1,0
0,-1.5713267038235295,0,1.8773801609810814,-0.47493173993354376,-0.4740590020955464,0.39772256966160263,-0.42672171091921857,-1.0917066516057203,0,0,1
0,0.8247443762778728,0,-2.1323770250802383,2.243186179385686,0.7654658592660439,-0.22177533920319834,0.3278930111752111,0.4661219411350264,0,0,1
1,0.8247443762778728,1,-0.20460914716614229,-0.47493173993354376,2.0049907206276343,-0.42181958964773564,2.376132971145806,0.4661219411350264,0,0,1
1,-0.3732911637728284,1,-1.2070484436814721,0.43110756650619947,-0.4740590020955464,-0.04076423766634161,0.8669035269569466,-0.31279235523534693,1,0,0
1,0.8247443762778728,1,-1.9781555948471106,0.43110756650619947,0.7654658592660439,-0.309807928769857,0.43569511433155816,5.139607719357267,0,0,1
1,-1.5713267038235295,1,2.185823021447337,-0.47493173993354376,-0.4740590020955464,-0.11160884140263685,-0.3189196077628715,-1.0917066516057203,0,0,1
0,0.8247443762778728,0,-0.7443841529820892,-0.47493173993354376,-0.4740590020955464,-0.48386093442736505,0.3278930111752111,-0.31279235523534693,0,0,1
0,0.8247443762778728,0,0.7207194342326237,0.43110756650619947,5.723565304712405,-0.016533644670645515,0.004486701706169806,0.4661219411350264,0,0,1
0,0.8247443762778728,1,-1.2070484436814721,-0.47493173993354376,-0.4740590020955464,-0.48780077009299977,0.9747056301132937,0.4661219411350264,0,0,1
1,-0.3732911637728284,1,1.9544908760976452,-0.47493173993354376,-0.4740590020955464,-0.3238931431005224,0.5434972174879052,-0.31279235523534693,0,0,1
0,0.8247443762778728,0,-2.1323770250802383,3.1492254858254296,0.7654658592660439,-0.05979537440054633,-0.7501280203882599,0.4661219411350264,0,1,0
1,-0.3732911637728284,0,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.38425834737480263,0.1122888048625169,-0.31279235523534693,0,0,1
0,0.8247443762778728,1,0.10383371330011307,0.43110756650619947,-0.4740590020955464,-0.28364967358433557,3.0229455900838884,0.4661219411350264,0,0,1
1,0.8247443762778728,1,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.5004613656027921,-0.42672171091921857,-0.31279235523534693,1,0,0
0,-0.3732911637728284,0,0.4122765737663684,-0.47493173993354376,-0.4740590020955464,-0.12267579551958825,-0.7501280203882599,-0.31279235523534693,0,0,1
1,-0.3732911637728284,0,0.3351658586498046,-0.47493173993354376,-0.4740590020955464,-0.38425834737480263,-0.6423259172319128,-0.31279235523534693,0,0,1
1,0.8247443762778728,1,-1.1299377285649084,-0.47493173993354376,-0.4740590020955464,-0.4842794665103334,0.004486701706169806,0.4661219411350264,0,1,0
1,-1.5713267038235295,0,-0.12749843204957845,-0.47493173993354376,-0.4740590020955464,0.06848068468229919,0.1122888048625169,-1.0917066516057203,0,0,1
0,0.8247443762778728,1,-1.669712734380855,2.243186179385686,0.7654658592660439,-0.22177533920319834,0.220090908018864,0.4661219411350264,0,0,1
1,0.8247443762778728,1,0.6436087191160599,0.43110756650619947,5.723565304712405,-0.014269949510359993,3.238549796396583,0.4661219411350264,0,0,1
0,0.8247443762778728,0,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.5004613656027921,-0.42672171091921857,-0.31279235523534693,1,0,0
0,-1.5713267038235295,0,-0.821494868098653,2.243186179385686,2.0049907206276343,4.646175342148551,0.3278930111752111,-1.0917066516057203,0,0,1
1,0.8247443762778728,1,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.48729772672404736,0.220090908018864,0.4661219411350264,0,1,0
0,0.8247443762778728,0,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.486963705927063,-0.857930123544607,0.4661219411350264,0,0,1
0,-1.5713267038235295,0,0.7978301493491876,-0.47493173993354376,-0.4740590020955464,-0.08805031434786109,-0.3189196077628715,-1.0917066516057203,1,0,0
1,-1.5713267038235295,1,0.003521744782300489,0.43110756650619947,-0.4740590020955464,2.3024117749136366,2.0527266616767648,-1.0917066516057203,1,0,0
1,0.8247443762778728,1,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.4898974548547931,-0.3189196077628715,0.4661219411350264,0,1,0
0,-0.3732911637728284,0,2.802708742379848,-0.47493173993354376,-0.4740590020955464,-0.4345626842700362,-0.6423259172319128,-0.31279235523534693,0,0,1
0,-1.5713267038235295,0,-0.12749843204957845,0.43110756650619947,-0.4740590020955464,1.0075781432303252,-0.42672171091921857,-1.0917066516057203,1,0,0
0,-1.5713267038235295,0,0.9520515795823152,0.43110756650619947,-0.4740590020955464,0.40048930819084055,0.3278930111752111,-1.0917066516057203,0,0,1
1,0.8247443762778728,0,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.5003768543168081,-1.1813364330136482,-0.31279235523534693,1,0,0
0,0.8247443762778728,0,-0.6672734378655253,-0.47493173993354376,-0.4740590020955464,-0.48386093442736505,-0.3189196077628715,-0.31279235523534693,0,0,1
0,0.8247443762778728,1,-0.8986055832152168,1.3371468729459428,-0.4740590020955464,-0.28364967358433557,0.7591014238005995,0.4661219411350264,0,0,1
1,0.8247443762778728,1,-1.2070484436814721,0.43110756650619947,-0.4740590020955464,-0.41963839359995825,0.004486701706169806,-0.31279235523534693,1,0,0
0,0.8247443762778728,1,0.7978301493491876,0.43110756650619947,-0.4740590020955464,-0.4551874623970819,2.0527266616767648,3.58177912661652,0,0,1
0,-0.3732911637728284,1,-0.20460914716614229,0.43110756650619947,-0.4740590020955464,-0.22328446931005533,3.1307476932402354,-1.0917066516057203,0,0,1
0,0.8247443762778728,0,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.486963705927063,-0.857930123544607,0.4661219411350264,1,0,0
1,-0.3732911637728284,1,-2.0552663099636743,0.43110756650619947,2.0049907206276343,0.19080473462370068,1.405914042738682,-0.31279235523534693,1,0,0
1,0.8247443762778728,1,-0.821494868098653,-0.47493173993354376,-0.4740590020955464,-0.48729772672404736,0.220090908018864,0.4661219411350264,0,1,0
0,0.8247443762778728,0,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.48386093442736505,-0.3189196077628715,-0.31279235523534693,0,0,1
0,0.8247443762778728,0,0.003521744782300489,0.43110756650619947,-0.4740590020955464,-0.33395401047956913,-1.0735343298573012,0.4661219411350264,0,1,0
1,0.8247443762778728,1,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,-0.4898974548547931,-0.2111175046065244,-1.0917066516057203,0,1,0
0,0.8247443762778728,0,0.003521744782300489,1.3371468729459428,-0.4740590020955464,-0.20961778706235826,-0.857930123544607,-0.31279235523534693,1,0,0
0,0.8247443762778728,1,-0.8986055832152168,0.43110756650619947,-0.4740590020955464,-0.28767402053595426,1.9449245585204176,0.4661219411350264,0,0,1
0,0.8247443762778728,0,-1.746823449497419,3.1492254858254296,0.7654658592660439,0.15274044898181535,-0.10331540145017729,0.4661219411350264,0,0,1
0,0.8247443762778728,0,-0.6672734378655253,-0.47493173993354376,-0.4740590020955464,-0.4888913681168884,0.1122888048625169,0.4661219411350264,0,0,1
1,-1.5713267038235295,1,1.4918265853982622,0.43110756650619947,-0.4740590020955464,0.8980837113706843,1.405914042738682,-1.0917066516057203,1,0,0
1,-0.3732911637728284,1,-0.05038771693301461,0.43110756650619947,-0.4740590020955464,-0.12267579551958825,2.483935074302153,-0.31279235523534693,0,0,1
0,-1.5713267038235295,0,2.725598027263284,-0.47493173993354376,0.7654658592660439,0.6012881236888064,0.3278930111752111,-1.0917066516057203,1,0,0
1,-1.5713267038235295,0,0.003521744782300489,-0.47493173993354376,-0.4740590020955464,0.06848068468229919,-1.0735343298573012,-1.0917066516057203,0,0,1
1,-0.3732911637728284,1,-0.6672734378655253,-0.47493173993354376,-0.4740590020955464,-0.4345626842700362,-1.0735343298573012,0.4661219411350264,0,0,1
